,fips,CTYNAME,Percent_Overall,Disparity_White_Male,Disparity_White_Female,Disparity_Black_Male,Disparity_Black_Female,Disparity_Nat_Amer_Male,Disparity_Hispanic_Male,Disparity_Hispanic_Female,Disparity_Asian_Pac_Male,Disparity_Asian_Pac_Female,year
1190,775,Salem city,,,,,,,,,,,2018
1191,790,Staunton city,0.753,0.259,-0.357,2.023,-0.354,-0.753,-0.753,-0.753,-0.753,-0.753,2018
1192,800,Suffolk city,0.145,-0.007,-0.086,0.291,-0.111,-0.145,-0.145,-0.145,-0.145,-0.145,2018
1193,810,Virginia Beach city,0.128,0.021,-0.053,0.336,-0.075,-0.128,-0.128,-0.128,-0.101,-0.122,2018
1194,820,Waynesboro city,0.537,0.205,-0.263,1.023,-0.093,-0.537,-0.435,-0.537,-0.537,-0.537,2018
1195,830,Williamsburg city,,,,,,,,,,,2018
1196,840,Winchester city,0.429,0.005,-0.163,1.425,0.022,-0.429,-0.317,-0.429,-0.429,-0.174,2018
1197,1,Accomack County,0.142,-0.011,-0.088,0.374,-0.08,-0.142,-0.142,-0.142,-0.142,-0.142,2019
1198,3,Albemarle County,0.097,0.02,-0.048,0.478,-0.061,-0.097,-0.065,-0.097,-0.097,-0.097,2019
1199,5,Alleghany County,0.35,0.084,-0.096,0.692,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,2019
1200,7,Amelia County,0.198,0.14,-0.118,0.121,-0.128,-0.198,-0.198,-0.198,-0.198,-0.198,2019
1201,9,Amherst County,0.326,0.142,-0.119,0.271,-0.227,-0.326,-0.326,-0.326,-0.326,-0.326,2019
1202,11,Appomattox County,0.189,0.007,-0.049,0.387,-0.125,-0.189,-0.189,-0.189,-0.189,-0.189,2019
1203,13,Arlington County,0.023,0.011,-0.017,0.119,-0.014,-0.023,-0.018,-0.023,-0.023,-0.023,2019
1204,15,Augusta County,0.229,0.031,-0.033,0.104,0.039,-0.229,-0.229,-0.229,-0.229,-0.229,2019
1205,17,Bath County,0.458,-0.049,0.016,1.328,-0.458,-0.458,-0.458,-0.458,-0.458,-0.458,2019
1206,19,Bedford County,0.187,0.06,-0.087,0.592,-0.048,-0.187,-0.187,-0.187,-0.187,-0.187,2019
1207,21,Bland County,0.255,0.059,-0.036,-0.255,-0.255,-0.255,-0.255,-0.255,-0.255,-0.255,2019
1208,23,Botetourt County,0.236,0.136,-0.116,0.1,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236,2019
1209,25,Brunswick County,0.203,-0.004,-0.114,0.162,-0.077,-0.203,-0.203,-0.203,-0.203,-0.203,2019
1210,27,Buchanan County,0.714,0.254,-0.179,-0.714,-0.714,-0.714,-0.714,-0.714,-0.714,-0.714,2019
1211,29,Buckingham County,0.286,-0.01,-0.069,0.158,-0.037,-0.286,-0.286,-0.286,-0.286,-0.286,2019
1212,31,Campbell County,0.211,0.079,-0.098,0.361,-0.113,-0.211,-0.211,-0.211,-0.211,-0.211,2019
1213,33,Caroline County,0.234,0.05,-0.052,0.266,-0.162,-0.234,-0.234,-0.234,-0.234,-0.234,2019
1214,35,Carroll County,0.279,0.083,-0.122,0.435,-0.279,-0.279,-0.279,-0.279,-0.279,-0.279,2019
1215,36,Charles City County,,,,,,,,,,,2019
1216,37,Charlotte County,0.337,0.119,-0.095,0.302,-0.279,-0.337,-0.337,-0.337,-0.337,-0.337,2019
1217,41,Chesterfield County,0.168,0.008,-0.079,0.39,-0.076,-0.168,-0.145,-0.168,-0.168,-0.153,2019
1218,43,Clarke County,0.15,0.033,-0.075,1.088,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,2019
1219,45,Craig County,0.234,-0.034,0.043,-0.234,-0.234,-0.234,-0.234,-0.234,-0.234,-0.234,2019
1220,47,Culpeper County,0.255,0.012,-0.076,0.56,-0.034,-0.255,-0.255,-0.255,-0.255,-0.255,2019
1221,49,Cumberland County,0.242,0.038,-0.001,0.184,-0.18,-0.242,-0.242,-0.242,-0.242,-0.242,2019
1222,51,Dickenson County,0.44,0.021,-0.049,7.455,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,2019
1223,53,Dinwiddie County,0.084,0.002,-0.052,0.168,-0.043,-0.084,-0.084,-0.084,-0.084,-0.084,2019
1224,57,Essex County,0.164,-0.03,-0.042,0.102,0.016,1.797,-0.164,-0.164,-0.164,-0.164,2019
1225,59,Fairfax County,0.01,0.005,-0.004,0.034,-0.0,-0.01,-0.01,-0.01,-0.006,-0.01,2019
1226,61,Fauquier County,0.136,0.02,-0.043,0.368,0.078,-0.136,-0.136,-0.136,-0.136,-0.136,2019
1227,63,Floyd County,0.387,0.154,-0.133,0.219,-0.387,-0.387,-0.387,-0.387,-0.387,-0.387,2019
1228,65,Fluvanna County,0.117,0.01,-0.032,0.404,-0.117,-0.117,-0.117,-0.117,-0.117,-0.117,2019
1229,67,Franklin County,0.418,0.114,-0.144,0.873,-0.326,-0.418,-0.173,-0.418,-0.418,-0.418,2019
1230,69,Frederick County,0.208,0.046,-0.073,0.65,0.056,-0.208,-0.139,-0.208,-0.208,-0.208,2019
1231,71,Giles County,0.437,0.092,-0.069,0.267,-0.437,-0.437,-0.437,-0.437,-0.437,-0.437,2019
1232,73,Gloucester County,0.174,0.061,-0.108,0.641,-0.042,-0.174,-0.174,-0.174,1.319,-0.174,2019
1233,75,Goochland County,0.156,-0.006,-0.085,0.579,-0.047,-0.156,-0.156,-0.156,-0.156,-0.156,2019
1234,77,Grayson County,0.347,0.211,-0.167,-0.347,-0.347,-0.347,-0.347,0.033,-0.347,-0.347,2019
1235,79,Greene County,0.293,0.063,-0.147,1.04,0.278,-0.293,-0.293,-0.293,-0.293,-0.293,2019
1236,81,Greensville County,0.344,-0.268,-0.1,0.321,-0.181,-0.344,-0.344,-0.344,-0.344,-0.344,2019
1237,83,Halifax County,0.327,0.059,-0.111,0.37,-0.22,-0.327,-0.327,-0.327,-0.327,-0.327,2019
1238,85,Hanover County,0.171,0.044,-0.071,0.39,0.038,-0.171,-0.171,-0.171,-0.171,-0.171,2019
1239,87,Henrico County,0.16,0.019,-0.065,0.346,-0.093,-0.16,-0.15,-0.16,-0.153,-0.16,2019
1240,89,Henry County,0.245,0.147,-0.065,-0.042,-0.178,-0.245,-0.046,-0.245,-0.245,-0.245,2019
1241,91,Highland County,0.091,0.099,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,2019
1242,93,Isle of Wight County,,,,,,,,,,,2019
1243,95,James City County,,,,,,,,,,,2019
1244,97,King and Queen County,,,,,,,,,,,2019
1245,99,King George County,0.205,-0.026,-0.117,0.961,-0.113,-0.205,-0.205,-0.205,-0.205,-0.205,2019
1246,101,King William County,0.187,0.007,-0.1,0.55,0.024,-0.187,-0.187,0.261,-0.187,-0.187,2019
1247,103,Lancaster County,0.387,-0.214,-0.309,1.461,-0.075,-0.387,-0.387,-0.387,-0.387,-0.387,2019
1248,105,Lee County,0.529,0.187,-0.137,-0.529,-0.529,-0.529,-0.529,-0.529,-0.529,-0.529,2019
1249,107,Loudoun County,0.032,0.016,-0.015,0.171,-0.026,-0.032,-0.032,-0.032,-0.027,-0.03,2019
1250,109,Louisa County,0.356,0.042,-0.114,0.729,-0.189,-0.356,-0.356,-0.356,-0.356,-0.356,2019
1251,111,Lunenburg County,0.172,-0.071,-0.064,0.308,-0.063,-0.172,-0.172,-0.172,-0.172,-0.172,2019
1252,113,Madison County,0.226,-0.01,-0.024,0.71,-0.226,-0.226,-0.226,-0.226,-0.226,-0.226,2019
1253,115,Mathews County,0.102,0.03,-0.027,0.177,-0.102,-0.102,-0.102,-0.102,-0.102,-0.102,2019
1254,117,Mecklenburg County,0.245,-0.073,-0.132,0.618,-0.19,-0.245,-0.245,-0.245,-0.245,-0.245,2019
1255,119,Middlesex County,0.142,0.054,-0.119,0.296,-0.024,-0.142,-0.142,-0.142,-0.142,3.429,2019
1256,121,Montgomery County,0.274,0.061,-0.063,0.893,-0.118,-0.274,-0.274,-0.274,-0.217,-0.274,2019
1257,125,Nelson County,0.522,0.367,-0.23,-0.264,-0.306,-0.522,-0.522,-0.522,-0.522,-0.522,2019
1258,127,New Kent County,0.13,-0.013,-0.022,0.27,-0.061,-0.13,-0.13,-0.13,-0.13,-0.13,2019
1259,131,Northampton County,0.12,-0.01,-0.093,0.399,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,2019
1260,133,Northumberland County,0.232,-0.072,-0.186,0.965,-0.107,-0.232,-0.232,-0.232,-0.232,-0.232,2019
1261,135,Nottoway County,0.335,-0.007,-0.144,0.361,-0.217,-0.335,-0.095,-0.335,-0.335,-0.335,2019
1262,137,Orange County,0.31,0.052,-0.079,0.585,-0.229,-0.31,-0.31,-0.31,-0.31,-0.31,2019
1263,139,Page County,0.577,0.115,-0.136,1.084,0.289,-0.577,-0.212,-0.577,-0.577,-0.577,2019
1264,141,Patrick County,0.227,-0.003,-0.045,0.985,0.004,-0.227,-0.227,-0.227,-0.227,-0.227,2019
1265,143,Pittsylvania County,0.111,0.003,-0.072,0.4,-0.111,-0.111,-0.111,-0.111,-0.111,-0.111,2019
1266,145,Powhatan County,0.135,0.031,-0.05,0.099,-0.037,-0.135,-0.135,-0.135,-0.135,-0.135,2019
1267,147,Prince Edward County,0.219,0.012,-0.064,0.19,-0.062,-0.219,0.033,-0.219,-0.219,-0.219,2019
1268,149,Prince George County,0.102,0.021,-0.011,0.081,-0.084,-0.102,-0.102,-0.102,-0.102,-0.102,2019
1269,153,Prince William County,0.087,0.009,-0.044,0.244,-0.04,-0.087,-0.087,-0.087,-0.068,-0.087,2019
1270,155,Pulaski County,0.461,0.101,-0.156,1.338,-0.073,-0.461,-0.167,-0.461,-0.461,-0.461,2019
1271,157,Rappahannock County,0.122,0.087,-0.064,-0.122,-0.122,-0.122,-0.122,-0.122,-0.122,-0.122,2019
1272,159,Richmond County,0.288,-0.161,-0.149,0.664,-0.176,-0.288,-0.288,-0.288,-0.288,-0.288,2019
1273,161,Roanoke County,0.204,0.05,-0.06,0.457,-0.004,-0.204,-0.075,-0.204,-0.204,-0.204,2019
1274,163,Rockbridge County,0.337,0.046,-0.075,0.916,-0.337,-0.337,-0.337,0.113,-0.337,-0.337,2019
1275,165,Rockingham County,0.209,0.038,-0.057,1.159,-0.099,-0.209,-0.209,-0.209,-0.209,-0.209,2019
1276,167,Russell County,0.369,0.153,-0.129,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,-0.369,2019
1277,169,Scott County,0.329,0.088,-0.081,-0.329,1.079,-0.329,-0.329,-0.329,-0.329,-0.329,2019
1278,171,Shenandoah County,0.337,0.098,-0.126,0.857,-0.337,-0.337,-0.045,-0.337,-0.337,-0.337,2019
1279,173,Smyth County,1.0,0.231,-0.187,-0.005,0.156,-1.0,-1.0,-1.0,-1.0,-1.0,2019
1280,175,Southampton County,0.045,-0.01,-0.026,0.049,0.023,-0.045,-0.045,-0.045,-0.045,-0.045,2019
1281,177,Spotsylvania County,0.161,0.02,-0.036,0.281,-0.086,-0.161,-0.161,-0.161,-0.161,-0.161,2019
1282,179,Stafford County,0.218,0.06,-0.065,0.272,-0.126,-0.218,-0.209,-0.218,-0.176,-0.186,2019
1283,181,Surry County,0.125,-0.016,-0.125,0.115,0.016,-0.125,-0.125,-0.125,-0.125,-0.125,2019
1284,183,Sussex County,0.108,-0.03,-0.108,0.121,-0.065,-0.108,-0.108,-0.108,-0.108,-0.108,2019
1285,185,Tazewell County,0.539,0.131,-0.102,0.012,-0.041,-0.539,-0.539,-0.539,-0.539,-0.539,2019
1286,187,Warren County,0.346,-0.014,-0.089,1.857,0.075,-0.346,-0.253,-0.346,-0.346,-0.346,2019
1287,191,Washington County,0.378,0.091,-0.079,0.227,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378,2019
1288,193,Westmoreland County,0.305,-0.092,-0.132,0.756,-0.018,-0.305,-0.305,-0.305,-0.305,-0.305,2019
1289,195,Wise County,0.602,0.175,-0.122,-0.284,-0.602,-0.602,-0.602,-0.602,-0.602,-0.602,2019
1290,197,Wythe County,0.617,0.215,-0.221,1.379,-0.119,-0.617,-0.617,-0.617,-0.617,-0.617,2019
1291,199,York County,0.063,0.034,-0.017,0.048,-0.043,-0.063,-0.063,-0.063,-0.063,-0.063,2019
1292,510,Alexandria city,0.006,0.002,-0.0,0.005,-0.001,-0.006,-0.006,-0.006,-0.006,-0.006,2019
1293,520,Bristol city,,,,,,,,,,,2019
1294,530,Buena Vista city,0.895,0.44,-0.325,0.684,-0.201,-0.895,-0.895,-0.895,-0.895,-0.895,2019
1295,540,Charlottesville city,0.178,-0.037,-0.084,0.634,0.038,-0.178,-0.044,-0.178,-0.178,-0.178,2019
1296,550,Chesapeake city,0.178,0.022,-0.088,0.335,-0.092,-0.178,-0.178,-0.178,-0.178,-0.157,2019
1297,570,Colonial Heights city,0.507,0.17,-0.211,1.131,-0.25,-0.507,-0.507,-0.507,-0.507,-0.507,2019
1298,580,Covington city,1.318,0.304,-0.235,1.17,-0.761,-1.318,-1.318,-1.318,-1.318,-1.318,2019
1299,590,Danville city,0.447,0.037,-0.258,0.587,-0.255,-0.447,-0.255,-0.447,-0.447,-0.447,2019
1300,595,Emporia city,,,,,,,,,,,2019
1301,600,Fairfax city,0.012,-0.012,-0.0,0.243,-0.012,-0.012,-0.012,-0.012,-0.012,-0.012,2019
1302,610,Falls Church city,0.007,0.01,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,2019
1303,620,Franklin city,0.414,-0.071,-0.292,0.716,-0.296,-0.414,-0.414,-0.414,-0.414,-0.414,2019
1304,630,Fredericksburg city,0.327,-0.02,-0.099,0.763,-0.116,-0.327,-0.327,-0.327,-0.327,-0.327,2019
1305,640,Galax city,1.245,0.136,-0.257,0.958,-0.323,-1.245,-1.245,-1.245,-1.245,-1.245,2019
1306,650,Hampton city,0.215,0.02,-0.076,0.279,-0.142,-0.215,-0.215,-0.215,-0.215,-0.215,2019
1307,660,Harrisonburg city,0.289,0.071,-0.141,0.893,0.02,-0.289,-0.289,-0.289,-0.12,-0.289,2019
1308,670,Hopewell city,0.559,-0.122,-0.184,0.992,-0.43,-0.559,-0.351,-0.559,0.199,-0.092,2019
1309,678,Lexington city,0.954,0.088,0.013,0.431,-0.237,-0.954,-0.954,-0.954,-0.954,-0.954,2019
1310,680,Lynchburg city,0.298,0.044,-0.169,0.698,-0.217,0.234,-0.298,-0.298,-0.298,-0.298,2019
1311,683,Manassas city,0.151,-0.019,-0.104,0.775,0.005,-0.151,-0.151,-0.151,-0.07,-0.151,2019
1312,685,Manassas Park city,,,,,,,,,,,2019
1313,690,Martinsville city,1.131,0.537,-0.394,0.895,-0.693,-1.131,-0.9,-1.131,-1.131,-1.131,2019
1314,700,Newport News city,0.186,-0.024,-0.099,0.326,-0.086,-0.186,-0.186,-0.186,-0.109,-0.186,2019
1315,710,Norfolk city,0.257,-0.109,-0.153,0.543,-0.116,-0.257,-0.257,-0.257,-0.236,-0.257,2019
1316,720,Norton city,1.105,0.585,-0.321,-0.212,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,2019
1317,730,Petersburg city,0.804,0.315,-0.468,0.857,-0.593,-0.804,-0.804,-0.804,-0.804,-0.804,2019
1318,735,Poquoson city,0.073,0.049,-0.055,-0.073,1.356,-0.073,-0.073,-0.073,-0.073,-0.073,2019
1319,740,Portsmouth city,0.43,-0.071,-0.232,0.645,-0.276,-0.43,-0.43,-0.43,0.005,-0.291,2019
1320,750,Radford city,,,,,,,,,,,2019
1321,760,Richmond city,0.406,-0.285,-0.31,0.905,-0.117,-0.406,-0.395,-0.406,-0.366,-0.406,2019
1322,770,Roanoke city,0.462,0.176,-0.148,0.559,-0.346,-0.462,-0.462,-0.429,-0.409,-0.462,2019
1323,775,Salem city,,,,,,,,,,,2019
1324,790,Staunton city,0.858,0.319,-0.256,1.13,-0.523,-0.858,-0.614,-0.858,-0.858,-0.858,2019
1325,800,Suffolk city,0.15,-0.03,-0.1,0.315,-0.102,-0.15,-0.15,-0.15,-0.024,-0.15,2019
1326,810,Virginia Beach city,0.144,0.037,-0.065,0.343,-0.07,-0.144,-0.144,-0.144,-0.144,-0.133,2019
1327,820,Waynesboro city,0.751,0.001,-0.15,2.033,-0.377,-0.751,-0.649,-0.751,-0.751,-0.751,2019
1328,830,Williamsburg city,,,,,,,,,,,2019
1329,840,Winchester city,0.545,0.028,-0.203,1.783,-0.221,-0.545,-0.36,-0.545,-0.545,-0.291,2019
